PLAYER_NAME,TEAM,RIVAL,GAME_DATE,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,REB,AST,STL,BLK,TOV,PLUS_MINUS,HOME,SEASON
Luka Doncic,DAL,DET,2024-10-31,DAL vs DET,L,37.4,31.4,16,29,0.552,1,3,0.333,8.4,6.9,0.0,1.0,1.4,-2.2,1,2024-25
Luka Doncic,DAL,IND,2024-11-03,DAL vs IND,W,36.7,36.0,17,36,0.472,1,4,0.25,4.2,10.2,1.5,0.5,2.5,-8.1,1,2024-25
Luka Doncic,DAL,PHX,2024-11-06,DAL vs PHX,L,33.1,28.1,17,30,0.567,3,9,0.333,5.2,9.7,2.2,1.1,1.9,11.1,1,2024-25
Luka Doncic,DAL,UTA,2024-11-09,DAL @ UTA,L,28.1,16.0,6,14,0.429,2,6,0.333,7.6,8.1,0.8,0.7,3.9,7.7,0,2024-25
Luka Doncic,DAL,MEM,2024-11-12,DAL vs MEM,W,28.8,26.6,12,27,0.444,2,7,0.286,11.3,9.0,2.4,0.7,3.0,9.3,1,2024-25
Luka Doncic,DAL,GSW,2024-11-15,DAL @ GSW,L,35.1,16.7,9,17,0.529,1,4,0.25,4.8,6.6,1.7,0.3,3.3,-9.3,0,2024-25
Luka Doncic,DAL,CHA,2024-11-18,DAL vs CHA,W,31.6,25.9,12,24,0.5,3,8,0.375,0.0,7.5,2.5,1.0,2.8,-0.9,1,2024-25
Luka Doncic,DAL,HOU,2024-11-21,DAL @ HOU,W,33.2,30.5,18,32,0.562,2,9,0.222,9.1,2.4,1.2,0.6,1.4,-2.0,0,2024-25
Luka Doncic,DAL,PHX,2024-11-24,DAL vs PHX,L,36.4,18.9,7,17,0.412,2,5,0.4,3.0,6.2,0.3,0.0,1.9,10.0,1,2024-25
Luka Doncic,DAL,IND,2024-11-27,DAL vs IND,L,37.6,23.2,10,25,0.4,2,8,0.25,7.3,10.9,0.3,0.7,1.5,4.5,1,2024-25
Luka Doncic,DAL,MIN,2024-11-30,DAL @ MIN,W,31.0,28.1,14,30,0.467,1,4,0.25,4.6,5.9,1.2,0.7,0.8,-15.4,0,2024-25
Luka Doncic,DAL,CLE,2024-12-03,DAL vs CLE,L,36.5,28.1,13,26,0.5,1,4,0.25,4.0,9.9,1.6,0.7,2.3,6.0,1,2024-25
Luka Doncic,DAL,MIA,2024-12-06,DAL vs MIA,W,32.7,25.2,12,23,0.522,1,5,0.2,8.0,8.3,1.4,1.1,2.9,-2.1,1,2024-25
Luka Doncic,DAL,PHX,2024-12-09,DAL @ PHX,W,28.3,30.4,14,30,0.467,0,2,0.0,5.2,9.3,0.5,1.1,1.8,-10.6,0,2024-25
Luka Doncic,DAL,HOU,2024-12-12,DAL @ HOU,L,33.8,28.7,15,28,0.536,2,7,0.286,4.2,3.8,0.4,0.0,1.5,8.8,0,2024-25
Luka Doncic,DAL,MIA,2024-12-15,DAL @ MIA,L,36.8,28.3,11,28,0.393,1,4,0.25,11.0,3.1,1.8,0.2,2.0,5.4,0,2024-25
Luka Doncic,DAL,GSW,2024-12-18,DAL @ GSW,W,28.6,26.9,11,28,0.393,1,3,0.333,5.6,3.0,2.1,1.1,4.3,5.6,0,2024-25
Luka Doncic,DAL,OKC,2024-12-21,DAL @ OKC,L,37.8,22.1,10,23,0.435,1,5,0.2,2.2,10.1,0.6,0.0,2.6,11.9,0,2024-25
Luka Doncic,DAL,DET,2024-12-24,DAL @ DET,W,28.4,25.7,13,24,0.542,1,4,0.25,6.4,6.6,1.3,0.6,0.9,4.5,0,2024-25
Luka Doncic,DAL,BOS,2024-12-27,DAL @ BOS,L,34.7,33.9,18,32,0.562,2,6,0.333,4.9,11.0,0.4,0.5,1.5,-17.7,0,2024-25
Luka Doncic,DAL,UTA,2024-12-30,DAL @ UTA,W,32.4,21.4,9,21,0.429,2,7,0.286,6.3,7.0,0.8,0.6,4.7,1.5,0,2024-25
Luka Doncic,DAL,LAL,2025-01-02,DAL vs LAL,W,35.7,28.3,11,29,0.379,1,3,0.333,1.4,9.2,0.0,0.2,3.1,14.1,1,2024-25
Luka Doncic,DAL,CHI,2025-01-05,DAL vs CHI,W,36.9,23.9,10,26,0.385,0,2,0.0,15.5,3.3,2.8,0.2,2.4,-2.4,1,2024-25
Luka Doncic,DAL,MIN,2025-01-08,DAL @ MIN,L,32.2,36.9,15,35,0.429,1,3,0.333,0.0,8.2,1.7,0.6,1.5,0.1,0,2024-25
Luka Doncic,DAL,POR,2025-01-11,DAL vs POR,L,31.3,18.1,8,18,0.444,1,5,0.2,9.3,5.7,0.2,0.5,1.5,-5.2,1,2024-25
Luka Doncic,DAL,CLE,2025-01-14,DAL @ CLE,W,36.8,21.3,9,19,0.474,3,9,0.333,2.2,5.4,2.0,0.4,4.1,-1.8,0,2024-25
Luka Doncic,DAL,LAC,2025-01-17,DAL vs LAC,L,33.5,23.3,8,21,0.381,0,2,0.0,9.1,4.9,0.8,0.1,2.5,1.2,1,2024-25
Joel Embiid,PHI,TOR,2024-10-22,PHI vs TOR,W,34.4,25.1,12,23,0.522,0,2,0.0,4.3,1.9,0.6,0.8,1.5,8.6,1,2024-25
Joel Embiid,PHI,MEM,2024-10-25,PHI vs MEM,L,32.1,20.3,10,19,0.526,0,2,0.0,1.8,4.3,1.0,2.2,3.1,1.8,1,2024-25
Joel Embiid,PHI,CHI,2024-10-28,PHI vs CHI,W,29.7,28.7,15,27,0.556,0,3,0.0,9.9,3.3,1.4,0.9,2.4,8.1,1,2024-25
Joel Embiid,PHI,MIN,2024-10-31,PHI vs MIN,L,34.7,24.3,14,26,0.538,0,0,0.0,10.9,0.0,1.8,0.9,2.8,0.4,1,2024-25
Joel Embiid,PHI,GSW,2024-11-03,PHI vs GSW,L,35.1,19.6,9,17,0.529,0,2,0.0,15.8,3.5,0.0,1.2,2.1,7.6,1,2024-25
Joel Embiid,PHI,GSW,2024-11-06,PHI @ GSW,W,33.0,33.5,18,33,0.545,0,2,0.0,7.2,2.4,0.5,0.4,4.0,-9.1,0,2024-25
Joel Embiid,PHI,UTA,2024-11-09,PHI @ UTA,L,34.9,21.5,9,23,0.391,0,1,0.0,1.9,4.4,1.6,1.6,4.2,0.1,0,2024-25
Joel Embiid,PHI,POR,2024-11-12,PHI @ POR,W,30.8,16.6,8,15,0.533,0,3,0.0,3.0,4.2,2.3,0.7,1.7,16.6,0,2024-25
Joel Embiid,PHI,MIA,2024-11-15,PHI vs MIA,L,30.7,21.4,10,22,0.455,0,1,0.0,2.7,2.2,1.3,0.7,2.2,16.4,1,2024-25
Joel Embiid,PHI,CHA,2024-11-18,PHI @ CHA,W,31.7,33.2,17,33,0.515,0,0,0.0,9.3,10.3,2.7,0.5,0.8,14.4,0,2024-25
Joel Embiid,PHI,LAL,2024-11-21,PHI vs LAL,L,37.4,23.7,10,22,0.455,0,0,0.0,9.2,1.9,1.7,1.0,5.0,-3.7,1,2024-25
Joel Embiid,PHI,CHA,2024-11-24,PHI vs CHA,W,36.6,34.0,16,35,0.457,0,0,0.0,12.9,5.3,0.5,1.3,3.8,7.1,1,2024-25
Joel Embiid,PHI,DET,2024-11-27,PHI vs DET,W,30.2,14.5,6,12,0.5,0,1,0.0,1.4,5.9,1.0,0.9,0.0,10.3,1,2024-25
Joel Embiid,PHI,PHX,2024-11-30,PHI vs PHX,L,37.9,18.8,10,19,0.526,0,0,0.0,10.2,9.9,0.6,0.3,2.9,8.8,1,2024-25
Joel Embiid,PHI,CHA,2024-12-03,PHI @ CHA,W,32.3,30.1,15,31,0.484,0,2,0.0,3.9,2.8,0.0,0.7,2.5,9.3,0,2024-25
Joel Embiid,PHI,SAC,2024-12-06,PHI vs SAC,W,34.6,23.7,11,21,0.524,0,0,0.0,9.4,4.9,1.6,1.5,2.1,-1.9,1,2024-25
Joel Embiid,PHI,HOU,2024-12-09,PHI vs HOU,W,31.5,16.6,9,17,0.529,0,0,0.0,8.6,1.1,0.2,1.4,2.5,11.5,1,2024-25
Joel Embiid,PHI,TOR,2024-12-12,PHI vs TOR,W,34.8,21.5,8,19,0.421,1,3,0.333,13.2,1.2,1.5,0.5,3.2,-4.3,1,2024-25
Joel Embiid,PHI,SAC,2024-12-15,PHI vs SAC,L,29.6,20.8,8,19,0.421,0,1,0.0,12.2,3.3,1.5,0.6,2.2,3.8,1,2024-25
Joel Embiid,PHI,CLE,2024-12-18,PHI vs CLE,L,31.9,12.7,5,12,0.417,0,1,0.0,10.1,9.2,0.1,0.1,4.7,6.1,1,2024-25
Joel Embiid,PHI,LAL,2024-12-21,PHI vs LAL,W,34.3,29.1,16,31,0.516,0,0,0.0,6.3,1.8,0.9,0.5,3.3,9.9,1,2024-25
Joel Embiid,PHI,MIN,2024-12-24,PHI vs MIN,L,28.2,22.9,11,21,0.524,0,2,0.0,13.1,6.4,0.4,1.4,4.0,4.1,1,2024-25
Joel Embiid,PHI,OKC,2024-12-27,PHI vs OKC,W,32.5,29.2,15,29,0.517,0,0,0.0,5.1,2.0,1.2,1.6,2.0,2.7,1,2024-25
Joel Embiid,PHI,TOR,2024-12-30,PHI @ TOR,W,33.4,23.7,13,24,0.542,1,3,0.333,6.4,2.3,1.0,1.7,1.2,-2.5,0,2024-25
Joel Embiid,PHI,MEM,2025-01-02,PHI vs MEM,L,28.5,22.1,12,22,0.545,0,1,0.0,2.8,3.5,2.7,1.1,4.3,14.2,1,2024-25
Joel Embiid,PHI,DAL,2025-01-05,PHI @ DAL,L,29.4,26.9,12,29,0.414,1,3,0.333,5.7,2.8,1.4,1.2,2.7,5.5,0,2024-25
Joel Embiid,PHI,OKC,2025-01-08,PHI @ OKC,L,31.1,36.3,20,38,0.526,0,1,0.0,7.8,0.9,1.4,1.5,2.8,6.2,0,2024-25
Joel Embiid,PHI,OKC,2025-01-11,PHI vs OKC,W,29.3,28.8,15,29,0.517,0,1,0.0,11.7,0.0,2.7,1.3,1.5,8.9,1,2024-25
Joel Embiid,PHI,HOU,2025-01-14,PHI vs HOU,W,30.6,29.6,16,31,0.516,1,3,0.333,2.9,5.8,1.8,0.8,1.9,-10.6,1,2024-25
Joel Embiid,PHI,BOS,2025-01-17,PHI vs BOS,W,28.4,24.8,12,24,0.5,0,0,0.0,6.0,5.8,1.4,1.2,3.1,-9.3,1,2024-25
Jayson Tatum,BOS,OKC,2024-10-22,BOS vs OKC,L,36.1,36.6,14,36,0.389,1,4,0.25,2.6,3.8,0.8,1.0,1.8,-11.5,1,2024-25
Jayson Tatum,BOS,MIL,2024-10-25,BOS @ MIL,L,35.6,20.8,10,20,0.5,1,5,0.2,6.2,6.7,2.6,0.9,2.8,11.4,0,2024-25
Jayson Tatum,BOS,WAS,2024-10-28,BOS vs WAS,L,31.9,35.7,18,37,0.486,3,8,0.375,3.5,3.5,1.6,0.0,2.7,11.9,1,2024-25
Jayson Tatum,BOS,UTA,2024-10-31,BOS @ UTA,L,32.5,20.9,9,20,0.45,2,7,0.286,10.9,4.0,1.9,1.1,1.6,-0.9,0,2024-25
Jayson Tatum,BOS,DEN,2024-11-03,BOS vs DEN,W,34.7,18.9,11,21,0.524,0,3,0.0,10.5,5.3,2.1,0.8,3.1,-4.8,1,2024-25
Jayson Tatum,BOS,LAC,2024-11-06,BOS @ LAC,L,30.8,38.3,16,39,0.41,1,4,0.25,3.6,3.6,1.1,0.2,2.7,-3.1,0,2024-25
Jayson Tatum,BOS,OKC,2024-11-09,BOS @ OKC,L,36.9,28.9,15,29,0.517,3,9,0.333,4.0,3.4,1.0,0.7,1.3,16.0,0,2024-25
Jayson Tatum,BOS,CHA,2024-11-12,BOS @ CHA,W,31.5,25.4,15,27,0.556,0,2,0.0,4.0,5.6,2.2,0.5,1.1,0.6,0,2024-25
Jayson Tatum,BOS,ORL,2024-11-15,BOS @ ORL,L,33.3,30.7,17,33,0.515,2,9,0.222,2.7,5.4,0.3,0.2,3.8,-7.8,0,2024-25
Jayson Tatum,BOS,OKC,2024-11-18,BOS @ OKC,W,35.8,26.6,13,25,0.52,1,4,0.25,3.9,4.8,1.3,1.7,2.9,-5.0,0,2024-25
Jayson Tatum,BOS,SAC,2024-11-21,BOS vs SAC,W,35.2,24.0,12,26,0.462,0,2,0.0,5.6,5.6,0.0,0.5,1.3,3.1,1,2024-25
Jayson Tatum,BOS,NOP,2024-11-24,BOS vs NOP,L,34.9,24.4,11,25,0.44,1,4,0.25,6.1,2.2,1.5,0.0,2.6,13.8,1,2024-25
Jayson Tatum,BOS,HOU,2024-11-27,BOS @ HOU,L,37.3,31.8,17,34,0.5,2,7,0.286,4.8,3.5,1.4,0.4,3.9,9.8,0,2024-25
Jayson Tatum,BOS,PHI,2024-11-30,BOS @ PHI,W,31.7,25.0,14,25,0.56,2,9,0.222,8.5,4.5,0.8,0.6,1.2,8.5,0,2024-25
Jayson Tatum,BOS,OKC,2024-12-03,BOS @ OKC,L,34.3,22.7,10,24,0.417,1,5,0.2,6.1,2.2,1.0,0.8,2.5,-2.2,0,2024-25
Jayson Tatum,BOS,DAL,2024-12-06,BOS vs DAL,L,35.6,21.6,10,20,0.5,3,8,0.375,8.5,3.1,0.8,0.0,5.4,4.8,1,2024-25
Jayson Tatum,BOS,ATL,2024-12-09,BOS @ ATL,L,36.4,16.7,7,14,0.5,1,4,0.25,10.2,2.6,1.4,0.0,3.4,-0.3,0,2024-25
Jayson Tatum,BOS,SAS,2024-12-12,BOS vs SAS,W,34.5,21.4,8,19,0.421,2,6,0.333,0.7,1.4,0.9,1.2,2.2,-0.7,1,2024-25
Jayson Tatum,BOS,POR,2024-12-15,BOS vs POR,W,34.5,27.5,15,28,0.536,3,8,0.375,10.1,0.0,1.3,0.3,3.3,18.5,1,2024-25
Jayson Tatum,BOS,DEN,2024-12-18,BOS vs DEN,L,35.9,22.2,10,23,0.435,2,9,0.222,5.1,4.6,0.2,0.3,1.9,-2.1,1,2024-25
Jayson Tatum,BOS,POR,2024-12-21,BOS vs POR,W,30.5,31.9,17,31,0.548,2,5,0.4,0.0,6.2,1.3,0.7,3.3,8.1,1,2024-25
Jayson Tatum,BOS,GSW,2024-12-24,BOS vs GSW,W,37.0,25.9,12,27,0.444,2,8,0.25,10.0,2.9,1.3,0.7,2.8,5.0,1,2024-25
Jayson Tatum,BOS,WAS,2024-12-27,BOS vs WAS,L,29.4,20.9,8,19,0.421,0,2,0.0,5.4,3.0,1.1,0.0,2.7,3.5,1,2024-25
Jayson Tatum,BOS,MEM,2024-12-30,BOS @ MEM,L,37.4,30.2,16,30,0.533,1,6,0.167,4.4,2.4,1.3,0.0,2.9,1.2,0,2024-25
Jayson Tatum,BOS,MEM,2025-01-02,BOS @ MEM,W,36.7,25.2,13,27,0.481,3,8,0.375,6.4,2.9,0.1,0.1,3.4,3.2,0,2024-25
Jayson Tatum,BOS,PHX,2025-01-05,BOS vs PHX,W,29.4,24.2,10,23,0.435,2,6,0.333,3.5,5.1,1.3,0.1,2.8,0.7,1,2024-25
Jayson Tatum,BOS,LAC,2025-01-08,BOS @ LAC,W,33.8,24.7,12,27,0.444,0,2,0.0,4.2,2.7,1.4,1.3,0.8,1.6,0,2024-25
Jayson Tatum,BOS,CHI,2025-01-11,BOS @ CHI,L,31.3,28.3,13,26,0.5,1,6,0.167,5.2,0.0,1.9,1.1,3.4,-5.7,0,2024-25
Jayson Tatum,BOS,MIA,2025-01-14,BOS @ MIA,L,37.6,26.1,12,26,0.462,2,6,0.333,4.6,0.0,1.4,0.0,1.4,-0.7,0,2024-25
Jayson Tatum,BOS,DEN,2025-01-17,BOS vs DEN,W,33.2,21.3,10,20,0.5,2,7,0.286,7.7,2.8,1.2,0.1,0.7,-5.0,1,2024-25
Damian Lillard,MIL,ATL,2024-10-22,MIL @ ATL,L,35.3,22.5,12,22,0.545,3,8,0.375,10.5,10.0,1.3,0.0,1.2,1.5,0,2024-25
Damian Lillard,MIL,MEM,2024-10-25,MIL @ MEM,W,31.1,26.4,11,27,0.407,2,9,0.222,9.5,5.3,2.1,0.0,4.1,-0.8,0,2024-25
Damian Lillard,MIL,CHI,2024-10-28,MIL @ CHI,W,34.9,25.0,10,23,0.435,0,2,0.0,8.2,3.8,1.6,0.6,0.3,-6.3,0,2024-25
Damian Lillard,MIL,OKC,2024-10-31,MIL vs OKC,W,37.0,27.5,13,25,0.52,2,7,0.286,1.6,7.9,0.9,0.1,1.8,2.2,1,2024-25
Damian Lillard,MIL,MIN,2024-11-03,MIL vs MIN,W,28.1,23.8,11,25,0.44,2,8,0.25,3.8,2.7,2.2,0.4,3.0,10.6,1,2024-25
Damian Lillard,MIL,DAL,2024-11-06,MIL vs DAL,W,33.5,19.2,9,20,0.45,2,7,0.286,2.9,4.3,0.9,0.3,2.7,-1.0,1,2024-25
Damian Lillard,MIL,SAC,2024-11-09,MIL @ SAC,L,35.6,26.0,12,28,0.429,1,5,0.2,6.1,3.4,1.4,0.1,1.4,3.8,0,2024-25
Damian Lillard,MIL,DEN,2024-11-12,MIL @ DEN,W,34.8,27.2,15,29,0.517,2,7,0.286,2.2,8.5,0.3,0.8,1.3,-3.0,0,2024-25
Damian Lillard,MIL,PHI,2024-11-15,MIL @ PHI,L,36.2,29.5,11,28,0.393,3,8,0.375,7.9,10.5,0.4,0.2,2.3,7.8,0,2024-25
Damian Lillard,MIL,WAS,2024-11-18,MIL vs WAS,L,32.7,26.5,11,25,0.44,1,3,0.333,7.1,2.3,0.9,0.6,2.7,6.4,1,2024-25
Damian Lillard,MIL,SAC,2024-11-21,MIL vs SAC,L,30.5,31.6,13,32,0.406,0,3,0.0,2.8,8.7,1.2,1.0,1.0,-7.0,1,2024-25
Damian Lillard,MIL,LAC,2024-11-24,MIL @ LAC,L,35.0,22.8,12,23,0.522,0,3,0.0,0.2,11.2,2.0,0.6,2.4,12.8,0,2024-25
Damian Lillard,MIL,SAS,2024-11-27,MIL @ SAS,L,36.1,37.3,14,36,0.389,1,5,0.2,4.6,8.8,0.0,0.6,2.9,4.1,0,2024-25
Damian Lillard,MIL,TOR,2024-11-30,MIL @ TOR,W,37.9,28.5,11,26,0.423,2,6,0.333,4.7,7.6,1.7,0.0,4.0,16.9,0,2024-25
Damian Lillard,MIL,PHI,2024-12-03,MIL @ PHI,W,31.4,25.2,14,26,0.538,3,7,0.429,10.8,5.1,1.4,1.2,1.7,-0.0,0,2024-25
Damian Lillard,MIL,BOS,2024-12-06,MIL vs BOS,W,29.5,26.9,16,29,0.552,1,4,0.25,9.0,7.6,2.3,0.0,2.0,-16.3,1,2024-25
Damian Lillard,MIL,NYK,2024-12-09,MIL vs NYK,W,36.7,37.5,20,37,0.541,1,4,0.25,0.0,4.0,0.4,1.2,1.4,-6.2,1,2024-25
Damian Lillard,MIL,BOS,2024-12-12,MIL @ BOS,L,33.8,24.3,12,25,0.48,2,5,0.4,5.0,9.7,1.7,1.1,1.9,-10.9,0,2024-25
Damian Lillard,MIL,TOR,2024-12-15,MIL vs TOR,W,33.9,20.5,11,21,0.524,2,9,0.222,2.1,7.5,0.6,0.0,2.8,11.8,1,2024-25
Damian Lillard,MIL,NYK,2024-12-18,MIL vs NYK,W,30.5,29.6,13,27,0.481,0,2,0.0,1.7,7.3,1.9,0.8,3.1,1.6,1,2024-25
Damian Lillard,MIL,CHA,2024-12-21,MIL @ CHA,W,34.8,33.4,15,32,0.469,2,7,0.286,5.6,5.4,1.9,0.0,3.6,1.9,0,2024-25
Damian Lillard,MIL,CLE,2024-12-24,MIL @ CLE,W,33.0,24.2,11,24,0.458,3,7,0.429,4.6,9.7,2.3,1.1,0.0,-4.5,0,2024-25
Damian Lillard,MIL,UTA,2024-12-27,MIL @ UTA,L,29.8,27.0,12,25,0.48,1,6,0.167,3.9,6.0,1.7,0.6,1.4,3.9,0,2024-25
Damian Lillard,MIL,DEN,2024-12-30,MIL vs DEN,L,31.6,16.9,9,19,0.474,1,6,0.167,5.8,2.4,1.8,1.2,2.2,0.7,1,2024-25
Damian Lillard,MIL,BOS,2025-01-02,MIL vs BOS,L,33.2,35.7,16,35,0.457,0,2,0.0,0.4,6.9,0.6,0.9,3.0,-2.7,1,2024-25
Damian Lillard,MIL,LAL,2025-01-05,MIL vs LAL,L,37.7,33.8,16,36,0.444,1,5,0.2,6.3,0.7,1.7,0.5,2.2,19.4,1,2024-25
Damian Lillard,MIL,TOR,2025-01-08,MIL @ TOR,W,29.3,15.9,7,15,0.467,1,6,0.167,7.5,6.4,1.0,1.2,2.2,0.9,0,2024-25
Damian Lillard,MIL,DEN,2025-01-11,MIL vs DEN,W,28.7,19.6,9,18,0.5,2,7,0.286,4.1,6.9,1.6,0.2,2.1,-6.4,1,2024-25
Damian Lillard,MIL,MIN,2025-01-14,MIL vs MIN,L,35.9,20.0,10,22,0.455,1,3,0.333,6.3,10.6,0.2,0.0,3.5,-10.3,1,2024-25
Damian Lillard,MIL,WAS,2025-01-17,MIL vs WAS,W,30.7,36.1,14,35,0.4,1,5,0.2,5.1,5.9,1.3,0.4,1.7,-3.4,1,2024-25
Anthony Davis,LAL,DAL,2024-10-22,LAL vs DAL,L,31.3,18.3,6,16,0.375,1,3,0.333,11.1,5.6,1.7,0.5,3.1,4.3,1,2024-25
Anthony Davis,LAL,UTA,2024-10-25,LAL @ UTA,W,28.9,29.5,12,30,0.4,0,3,0.0,6.5,3.0,0.9,1.7,3.6,17.6,0,2024-25
Anthony Davis,LAL,UTA,2024-10-28,LAL @ UTA,W,37.6,18.8,9,21,0.429,0,0,0.0,8.5,0.8,1.6,0.5,2.8,11.9,0,2024-25
Anthony Davis,LAL,IND,2024-10-31,LAL vs IND,W,36.4,24.4,13,26,0.5,0,1,0.0,5.5,0.6,1.4,1.0,3.1,-1.3,1,2024-25
Anthony Davis,LAL,SAC,2024-11-03,LAL @ SAC,W,36.0,28.7,13,31,0.419,0,0,0.0,7.8,3.4,0.5,0.0,3.8,4.3,0,2024-25
Anthony Davis,LAL,OKC,2024-11-06,LAL vs OKC,L,29.3,23.6,12,24,0.5,0,1,0.0,5.3,1.1,1.1,2.0,0.3,-5.4,1,2024-25
Anthony Davis,LAL,SAC,2024-11-09,LAL vs SAC,L,33.7,30.5,11,29,0.379,0,2,0.0,2.9,7.0,0.8,0.2,3.0,7.9,1,2024-25
Anthony Davis,LAL,OKC,2024-11-12,LAL @ OKC,W,32.9,33.7,15,35,0.429,0,0,0.0,4.2,5.4,0.6,0.1,2.3,5.6,0,2024-25
Anthony Davis,LAL,NYK,2024-11-15,LAL @ NYK,L,28.6,20.3,10,20,0.5,0,0,0.0,3.9,3.1,0.8,0.3,3.5,-5.4,0,2024-25
Anthony Davis,LAL,OKC,2024-11-18,LAL @ OKC,L,36.1,26.7,13,25,0.52,0,2,0.0,4.2,2.8,1.6,0.7,1.2,-13.2,0,2024-25
Anthony Davis,LAL,CHA,2024-11-21,LAL @ CHA,W,35.2,17.4,7,16,0.438,1,3,0.333,8.2,0.0,2.2,0.8,3.4,-5.2,0,2024-25
Anthony Davis,LAL,UTA,2024-11-24,LAL @ UTA,L,34.6,24.3,12,23,0.522,0,0,0.0,8.9,3.1,1.0,1.2,1.9,0.1,0,2024-25
Anthony Davis,LAL,POR,2024-11-27,LAL vs POR,L,35.6,30.6,15,29,0.517,0,3,0.0,4.6,4.1,1.3,0.9,3.0,8.5,1,2024-25
Anthony Davis,LAL,ORL,2024-11-30,LAL @ ORL,W,29.3,26.4,14,25,0.56,0,1,0.0,7.1,0.3,0.7,0.1,4.0,9.1,0,2024-25
Anthony Davis,LAL,CHI,2024-12-03,LAL @ CHI,W,37.1,24.2,13,25,0.52,1,3,0.333,5.1,3.2,1.5,0.9,3.0,-1.0,0,2024-25
Anthony Davis,LAL,MEM,2024-12-06,LAL vs MEM,W,31.2,20.7,10,22,0.455,0,0,0.0,5.3,5.1,1.4,1.1,1.1,12.8,1,2024-25
Anthony Davis,LAL,POR,2024-12-09,LAL vs POR,L,36.0,23.7,11,26,0.423,0,1,0.0,4.8,1.3,1.7,1.5,1.7,-3.1,1,2024-25
Anthony Davis,LAL,MIL,2024-12-12,LAL vs MIL,W,31.1,27.6,16,28,0.571,1,3,0.333,3.6,3.0,1.3,1.6,3.2,-3.8,1,2024-25
Anthony Davis,LAL,MIN,2024-12-15,LAL vs MIN,W,32.7,28.5,16,30,0.533,0,2,0.0,9.0,2.6,1.4,1.5,2.2,11.5,1,2024-25
Anthony Davis,LAL,MIL,2024-12-18,LAL @ MIL,W,31.0,37.0,16,39,0.41,0,1,0.0,7.6,0.0,0.9,0.8,1.9,2.7,0,2024-25
Anthony Davis,LAL,UTA,2024-12-21,LAL @ UTA,L,32.5,16.5,7,14,0.5,0,0,0.0,0.0,7.1,1.0,0.6,3.0,4.6,0,2024-25
Anthony Davis,LAL,MIN,2024-12-24,LAL vs MIN,L,30.6,32.0,13,32,0.406,1,3,0.333,9.1,11.2,1.8,0.7,3.5,10.2,1,2024-25
Anthony Davis,LAL,DAL,2024-12-27,LAL vs DAL,W,30.4,17.1,7,17,0.412,1,3,0.333,10.3,5.9,0.6,1.4,1.5,9.3,1,2024-25
Anthony Davis,LAL,TOR,2024-12-30,LAL vs TOR,L,34.9,22.6,11,24,0.458,0,2,0.0,6.7,4.1,0.8,1.0,1.8,11.0,1,2024-25
Anthony Davis,LAL,PHI,2025-01-02,LAL @ PHI,W,36.6,28.0,15,30,0.5,0,1,0.0,9.7,4.8,1.1,1.1,1.2,0.7,0,2024-25
Anthony Davis,LAL,HOU,2025-01-05,LAL vs HOU,L,32.4,17.9,10,18,0.556,0,0,0.0,10.7,4.3,2.1,0.5,3.6,6.7,1,2024-25
Anthony Davis,LAL,MIL,2025-01-08,LAL @ MIL,W,35.4,21.6,10,22,0.455,0,1,0.0,3.1,7.9,1.2,0.7,1.4,-3.8,0,2024-25
Anthony Davis,LAL,CLE,2025-01-11,LAL @ CLE,W,34.9,14.4,5,13,0.385,0,0,0.0,9.0,6.0,0.5,1.2,1.5,3.8,0,2024-25
Anthony Davis,LAL,LAC,2025-01-14,LAL vs LAC,W,28.4,18.0,11,20,0.55,0,2,0.0,8.2,5.0,0.8,1.7,1.8,12.6,1,2024-25
Anthony Davis,LAL,BOS,2025-01-17,LAL vs BOS,L,37.2,25.2,13,25,0.52,0,2,0.0,6.4,2.7,1.9,0.3,1.3,-0.2,1,2024-25
Devin Booker,PHX,MIL,2024-10-22,PHX vs MIL,W,30.4,22.2,10,21,0.476,1,5,0.2,4.0,1.5,2.2,0.2,3.1,14.3,1,2024-25
Devin Booker,PHX,MIL,2024-10-25,PHX @ MIL,W,31.4,29.8,12,31,0.387,3,8,0.375,6.4,5.8,0.7,0.3,2.8,-8.3,0,2024-25
Devin Booker,PHX,LAL,2024-10-28,PHX vs LAL,W,30.5,20.0,8,18,0.444,0,2,0.0,8.2,4.8,2.4,0.5,3.7,-8.1,1,2024-25
Devin Booker,PHX,DEN,2024-10-31,PHX vs DEN,L,31.7,23.2,8,21,0.381,2,5,0.4,6.9,7.8,1.0,0.0,3.4,-3.7,1,2024-25
Devin Booker,PHX,UTA,2024-11-03,PHX @ UTA,L,32.9,22.5,11,21,0.524,1,4,0.25,6.6,5.7,1.6,0.0,0.2,-0.1,0,2024-25
Devin Booker,PHX,CHA,2024-11-06,PHX @ CHA,W,35.4,30.7,17,33,0.515,0,2,0.0,10.0,1.6,2.3,0.2,4.1,-8.3,0,2024-25
Devin Booker,PHX,NOP,2024-11-09,PHX @ NOP,W,35.5,23.0,11,25,0.44,1,4,0.25,2.2,1.8,0.0,0.4,3.6,-5.1,0,2024-25
Devin Booker,PHX,OKC,2024-11-12,PHX vs OKC,L,28.0,24.3,9,23,0.391,2,8,0.25,7.9,5.2,0.4,0.5,3.3,15.2,1,2024-25
